Species,method,method_label,scenario,period,ssp,common_valid_pixels,common_valid_area_km2,rank_cutoff,rank_label,pixel_count,area_km2,pixel_share,area_share
querVar,mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,12393866,8501128.01140083,3,Top-3,6489730,4530373.39540448,0.523624347721688,0.532914383753405
querVar,mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,12393866,8501128.01140083,5,Top-5,6612908,4615107.13267689,0.533562973813014,0.542881735986987
robiPse,mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,12393866,8501128.01140083,1,Top-1,2833124,1815773.90544665,0.228590820652733,0.213592114247841
robiPse,mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,12393866,8501128.01140083,3,Top-3,3319354,2115930.24889834,0.26782232436594,0.248899939638678
robiPse,mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,12393866,8501128.01140083,5,Top-5,3407744,2173903.05711163,0.27495407808992,0.255719365029702
saliMat,mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,12393866,8501128.01140083,1,Top-1,1535858,980661.533080683,0.12392081695897,0.115356636409371
saliMat,mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,12393866,8501128.01140083,3,Top-3,2402058,1529879.16603727,0.19381022838233,0.179961901995306
saliMat,mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,12393866,8501128.01140083,5,Top-5,2541214,1623787.47210154,0.205038040592015,0.191008472043225
chamFor,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,1,Top-1,2613560,1967682.5937897,0.210875282982727,0.231461353264043
chamFor,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,3,Top-3,3215755,2425364.57798533,0.259463431345796,0.285299147916921
chamFor,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,5,Top-5,3340034,2520336.32818314,0.269490891704009,0.296470812438435
cyclLon,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,1,Top-1,2548523,1918420.40251686,0.20562776780062,0.225666570359143
cyclLon,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,3,Top-3,3074316,2318314.19859228,0.248051415111314,0.272706656749927
cyclLon,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,5,Top-5,3239972,2445210.47952099,0.261417381791928,0.287633650056995
lariGme,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,1,Top-1,1234387,747301.41648368,0.0995966069021563,0.0879061479231318
lariGme,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,3,Top-3,1785665,1104917.67409461,0.144076513333289,0.129973066234599
lariGme,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,5,Top-5,1897520,1185334.35584001,0.153101542327471,0.139432596974232
lariOlg,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,1,Top-1,2455980,1542512.49350613,0.198160928962763,0.181447978602072
lariOlg,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,3,Top-3,2896973,1832097.82034764,0.233742481966482,0.215512319999254
lariOlg,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,5,Top-5,2946812,1867307.29767738,0.237763745388243,0.219654061810755
phylPub,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,1,Top-1,2664858,2004346.41653982,0.215014265928,0.235774171833644
phylPub,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,3,Top-3,3143126,2374536.48665897,0.253603355079037,0.279320165920863
phylPub,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,5,Top-5,3241920,2448475.28877851,0.26157455631681,0.288017694298318
pinuSyl,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,1,Top-1,1725878,1101625.70114881,0.139252594791649,0.129585826689285
pinuSyl,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,3,Top-3,2341289,1491187.43163059,0.188907077097655,0.17541053724056
pinuSyl,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,5,Top-5,2458546,1574283.18309638,0.198367966863608,0.185185210831447
pinuYun,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,1,Top-1,4316556,3183094.71153328,0.348281641902535,0.374432040932032
pinuYun,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,3,Top-3,5608500,4103481.18839482,0.452522239630475,0.48269843518315
pinuYun,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,5,Top-5,5774162,4219812.12206017,0.465888690421536,0.49638261139004
querVar,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,1,Top-1,5123079,3616883.99658318,0.413356010142437,0.425459302781065
querVar,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,3,Top-3,6138792,4321740.37166905,0.495308889090781,0.508372579012242
querVar,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,5,Top-5,6191025,4360389.19440205,0.499523312580594,0.512918896004666
robiPse,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,1,Top-1,2762640,1749838.16534603,0.222903813870507,0.205835997646351
robiPse,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,3,Top-3,3024041,1919650.11741821,0.243994972997126,0.22581122350396
robiPse,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,5,Top-5,3065353,1948771.56445472,0.247328234789694,0.229236821494892
saliMat,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,1,Top-1,1686499,1081118.48656123,0.136075297247848,0.127173533337146
saliMat,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,3,Top-3,2196318,1404942.85419108,0.177210081180481,0.16526546269
saliMat,mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,5,Top-5,2262013,1449789.75266065,0.182510687141526,0.17054086830787
