original_zone,predicted_zone,n,method,original_category,predicted_category
33,36,138,mf_var,cropland,forest
33,37,3261,mf_var,cropland,forest
33,39,30,mf_var,cropland,forest
33,40,103,mf_var,cropland,grassland_meadow_steppe
33,41,24891,mf_var,cropland,grassland_meadow_steppe
33,44,1281,mf_var,cropland,scrub
33,45,648,mf_var,cropland,scrub
33,46,21,mf_var,cropland,scrub
33,47,207,mf_var,cropland,cropland
33,49,73,mf_var,cropland,forest
33,50,2,mf_var,cropland,scrub
33,52,41,mf_var,cropland,forest
34,3,51,mf_var,forest,forest
34,7,8,mf_var,forest,scrub
34,10,399,mf_var,forest,forest
34,12,1,mf_var,forest,cropland
34,15,2,mf_var,forest,grassland_meadow_steppe
34,16,1,mf_var,forest,grassland_meadow_steppe
34,17,2,mf_var,forest,alpine_vegetation
34,18,6,mf_var,forest,scrub
34,19,2,mf_var,forest,no_vegetation
34,20,1,mf_var,forest,alpine_vegetation
34,21,4,mf_var,forest,cropland
34,22,2,mf_var,forest,alpine_vegetation
34,24,2,mf_var,forest,desert
34,25,2,mf_var,forest,desert
34,26,16,mf_var,forest,forest
34,27,24,mf_var,forest,cropland
34,28,3,mf_var,forest,forest
34,30,30,mf_var,forest,forest
34,31,1,mf_var,forest,grassland_meadow_steppe
34,32,1,mf_var,forest,desert
34,33,2,mf_var,forest,cropland
34,34,4001,mf_var,forest,forest
34,36,94,mf_var,forest,forest
34,37,1,mf_var,forest,forest
34,38,2,mf_var,forest,desert
34,39,209,mf_var,forest,forest
34,40,20,mf_var,forest,grassland_meadow_steppe
34,41,1,mf_var,forest,grassland_meadow_steppe
34,42,2,mf_var,forest,desert
34,43,1,mf_var,forest,wetland
34,44,8,mf_var,forest,scrub
34,45,1,mf_var,forest,scrub
34,46,96,mf_var,forest,scrub
34,47,1,mf_var,forest,cropland
34,49,149,mf_var,forest,forest
34,50,7,mf_var,forest,scrub
34,52,3,mf_var,forest,forest
34,53,2,mf_var,forest,cropland
34,55,1,mf_var,forest,forest
35,7,1,mf_var,desert,scrub
35,13,122,mf_var,desert,grassland_meadow_steppe
35,14,83,mf_var,desert,forest
35,15,43,mf_var,desert,grassland_meadow_steppe
35,16,31,mf_var,desert,grassland_meadow_steppe
35,18,6,mf_var,desert,scrub
35,19,29,mf_var,desert,no_vegetation
35,23,570,mf_var,desert,desert
35,24,2142,mf_var,desert,desert
35,25,727,mf_var,desert,desert
35,29,531,mf_var,desert,desert
35,32,332,mf_var,desert,desert
35,33,264,mf_var,desert,cropland
35,35,27979,mf_var,desert,desert
35,38,4,mf_var,desert,desert
36,1,6,mf_var,forest,cropland
36,3,231,mf_var,forest,forest
36,5,11,mf_var,forest,grassland_meadow_steppe
36,7,89,mf_var,forest,scrub
36,9,23,mf_var,forest,forest
36,10,310,mf_var,forest,forest
36,12,37,mf_var,forest,cropland
36,13,25,mf_var,forest,grassland_meadow_steppe
36,16,2,mf_var,forest,grassland_meadow_steppe
36,21,287,mf_var,forest,cropland
36,26,521,mf_var,forest,forest
36,27,2,mf_var,forest,cropland
36,28,1011,mf_var,forest,forest
36,30,795,mf_var,forest,forest
36,33,31,mf_var,forest,cropland
36,34,366,mf_var,forest,forest
36,36,16459,mf_var,forest,forest
36,39,149,mf_var,forest,forest
36,40,357,mf_var,forest,grassland_meadow_steppe
36,41,153,mf_var,forest,grassland_meadow_steppe
36,44,952,mf_var,forest,scrub
36,46,106,mf_var,forest,scrub
36,47,317,mf_var,forest,cropland
36,48,7,mf_var,forest,wetland
36,49,236,mf_var,forest,forest
36,50,35,mf_var,forest,scrub
36,53,34,mf_var,forest,cropland
36,55,23,mf_var,forest,forest
37,1,241,mf_var,forest,cropland
37,2,122,mf_var,forest,forest
37,3,11965,mf_var,forest,forest
37,4,14,mf_var,forest,wetland
37,5,428,mf_var,forest,grassland_meadow_steppe
37,6,191,mf_var,forest,wetland
37,7,7071,mf_var,forest,scrub
37,9,80,mf_var,forest,forest
37,10,842,mf_var,forest,forest
37,11,335,mf_var,forest,grassland_meadow_steppe
37,12,445,mf_var,forest,cropland
37,13,1392,mf_var,forest,grassland_meadow_steppe
37,14,570,mf_var,forest,forest
37,15,54,mf_var,forest,grassland_meadow_steppe
37,16,55,mf_var,forest,grassland_meadow_steppe
37,17,3,mf_var,forest,alpine_vegetation
37,18,167,mf_var,forest,scrub
37,19,7,mf_var,forest,no_vegetation
37,20,11,mf_var,forest,alpine_vegetation
37,21,855,mf_var,forest,cropland
37,22,2,mf_var,forest,alpine_vegetation
37,23,2,mf_var,forest,desert
37,24,4,mf_var,forest,desert
37,25,564,mf_var,forest,desert
37,26,90,mf_var,forest,forest
37,27,11258,mf_var,forest,cropland
37,28,244,mf_var,forest,forest
37,29,5,mf_var,forest,desert
37,30,568,mf_var,forest,forest
37,31,2,mf_var,forest,grassland_meadow_steppe
37,32,6,mf_var,forest,desert
37,33,5041,mf_var,forest,cropland
37,34,104,mf_var,forest,forest
37,35,1,mf_var,forest,desert
37,36,21,mf_var,forest,forest
37,37,140492,mf_var,forest,forest
37,38,2,mf_var,forest,desert
37,39,265,mf_var,forest,forest
37,40,36,mf_var,forest,grassland_meadow_steppe
37,41,7499,mf_var,forest,grassland_meadow_steppe
37,42,1,mf_var,forest,desert
37,43,4,mf_var,forest,wetland
37,44,49,mf_var,forest,scrub
37,45,23,mf_var,forest,scrub
37,46,170,mf_var,forest,scrub
37,47,570,mf_var,forest,cropland
37,48,1,mf_var,forest,wetland
37,49,18,mf_var,forest,forest
37,50,1,mf_var,forest,scrub
37,52,6,mf_var,forest,forest
37,53,3,mf_var,forest,cropland
37,54,3,mf_var,forest,wetland
37,55,3,mf_var,forest,forest
38,13,39,mf_var,desert,grassland_meadow_steppe
38,15,225,mf_var,desert,grassland_meadow_steppe
38,19,346,mf_var,desert,no_vegetation
38,23,679,mf_var,desert,desert
38,24,294,mf_var,desert,desert
38,25,42,mf_var,desert,desert
38,27,415,mf_var,desert,cropland
38,29,82,mf_var,desert,desert
38,32,67,mf_var,desert,desert
38,36,1,mf_var,desert,forest
38,38,27842,mf_var,desert,desert
39,1,27,mf_var,forest,cropland
39,5,60,mf_var,forest,grassland_meadow_steppe
39,7,22,mf_var,forest,scrub
39,10,3748,mf_var,forest,forest
39,13,2,mf_var,forest,grassland_meadow_steppe
39,16,108,mf_var,forest,grassland_meadow_steppe
39,18,234,mf_var,forest,scrub
39,20,11,mf_var,forest,alpine_vegetation
39,23,78,mf_var,forest,desert
39,24,4,mf_var,forest,desert
39,26,12,mf_var,forest,forest
39,28,18,mf_var,forest,forest
39,30,259,mf_var,forest,forest
39,34,655,mf_var,forest,forest
39,36,62,mf_var,forest,forest
39,39,13718,mf_var,forest,forest
39,40,58,mf_var,forest,grassland_meadow_steppe
39,43,1,mf_var,forest,wetland
39,44,67,mf_var,forest,scrub
39,45,85,mf_var,forest,scrub
39,46,2435,mf_var,forest,scrub
39,47,90,mf_var,forest,cropland
39,49,59,mf_var,forest,forest
39,50,130,mf_var,forest,scrub
40,1,155,mf_var,grassland_meadow_steppe,cropland
40,2,8,mf_var,grassland_meadow_steppe,forest
40,3,858,mf_var,grassland_meadow_steppe,forest
40,4,17,mf_var,grassland_meadow_steppe,wetland
40,5,2269,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
40,6,10,mf_var,grassland_meadow_steppe,wetland
40,7,1520,mf_var,grassland_meadow_steppe,scrub
40,9,5,mf_var,grassland_meadow_steppe,forest
40,10,3376,mf_var,grassland_meadow_steppe,forest
40,11,19,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
40,12,11,mf_var,grassland_meadow_steppe,cropland
40,13,19,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
40,14,6,mf_var,grassland_meadow_steppe,forest
40,15,8,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
40,16,3,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
40,17,8,mf_var,grassland_meadow_steppe,alpine_vegetation
40,18,12,mf_var,grassland_meadow_steppe,scrub
40,19,5,mf_var,grassland_meadow_steppe,no_vegetation
40,20,35,mf_var,grassland_meadow_steppe,alpine_vegetation
40,21,27136,mf_var,grassland_meadow_steppe,cropland
40,22,7,mf_var,grassland_meadow_steppe,alpine_vegetation
40,23,10,mf_var,grassland_meadow_steppe,desert
40,24,5,mf_var,grassland_meadow_steppe,desert
40,25,25,mf_var,grassland_meadow_steppe,desert
40,26,7246,mf_var,grassland_meadow_steppe,forest
40,27,118,mf_var,grassland_meadow_steppe,cropland
40,28,6901,mf_var,grassland_meadow_steppe,forest
40,29,10,mf_var,grassland_meadow_steppe,desert
40,30,32834,mf_var,grassland_meadow_steppe,forest
40,31,94,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
40,32,7,mf_var,grassland_meadow_steppe,desert
40,33,35,mf_var,grassland_meadow_steppe,cropland
40,34,669,mf_var,grassland_meadow_steppe,forest
40,35,4,mf_var,grassland_meadow_steppe,desert
40,36,14912,mf_var,grassland_meadow_steppe,forest
40,37,14,mf_var,grassland_meadow_steppe,forest
40,38,8,mf_var,grassland_meadow_steppe,desert
40,39,2293,mf_var,grassland_meadow_steppe,forest
40,40,132485,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
40,41,1009,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
40,42,7,mf_var,grassland_meadow_steppe,desert
40,43,7,mf_var,grassland_meadow_steppe,wetland
40,44,28786,mf_var,grassland_meadow_steppe,scrub
40,45,197,mf_var,grassland_meadow_steppe,scrub
40,46,2733,mf_var,grassland_meadow_steppe,scrub
40,47,30126,mf_var,grassland_meadow_steppe,cropland
40,48,548,mf_var,grassland_meadow_steppe,wetland
40,49,26406,mf_var,grassland_meadow_steppe,forest
40,50,1447,mf_var,grassland_meadow_steppe,scrub
40,52,4124,mf_var,grassland_meadow_steppe,forest
40,53,7237,mf_var,grassland_meadow_steppe,cropland
40,54,1238,mf_var,grassland_meadow_steppe,wetland
40,55,2639,mf_var,grassland_meadow_steppe,forest
41,1,2,mf_var,grassland_meadow_steppe,cropland
41,2,24,mf_var,grassland_meadow_steppe,forest
41,3,3808,mf_var,grassland_meadow_steppe,forest
41,5,161,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
41,6,14,mf_var,grassland_meadow_steppe,wetland
41,7,8578,mf_var,grassland_meadow_steppe,scrub
41,10,130,mf_var,grassland_meadow_steppe,forest
41,11,14,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
41,12,312,mf_var,grassland_meadow_steppe,cropland
41,13,524,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
41,14,1,mf_var,grassland_meadow_steppe,forest
41,15,33,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
41,16,10,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
41,17,1,mf_var,grassland_meadow_steppe,alpine_vegetation
41,18,6,mf_var,grassland_meadow_steppe,scrub
41,19,2,mf_var,grassland_meadow_steppe,no_vegetation
41,20,1,mf_var,grassland_meadow_steppe,alpine_vegetation
41,21,393,mf_var,grassland_meadow_steppe,cropland
41,22,1,mf_var,grassland_meadow_steppe,alpine_vegetation
41,23,1,mf_var,grassland_meadow_steppe,desert
41,25,3,mf_var,grassland_meadow_steppe,desert
41,26,435,mf_var,grassland_meadow_steppe,forest
41,27,3556,mf_var,grassland_meadow_steppe,cropland
41,28,1456,mf_var,grassland_meadow_steppe,forest
41,29,1,mf_var,grassland_meadow_steppe,desert
41,30,1982,mf_var,grassland_meadow_steppe,forest
41,32,6,mf_var,grassland_meadow_steppe,desert
41,33,11991,mf_var,grassland_meadow_steppe,cropland
41,34,5,mf_var,grassland_meadow_steppe,forest
41,36,2018,mf_var,grassland_meadow_steppe,forest
41,37,5567,mf_var,grassland_meadow_steppe,forest
41,39,15,mf_var,grassland_meadow_steppe,forest
41,40,234,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
41,41,47935,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
41,43,2,mf_var,grassland_meadow_steppe,wetland
41,44,266,mf_var,grassland_meadow_steppe,scrub
41,45,19,mf_var,grassland_meadow_steppe,scrub
41,46,7,mf_var,grassland_meadow_steppe,scrub
41,47,1646,mf_var,grassland_meadow_steppe,cropland
41,48,1,mf_var,grassland_meadow_steppe,wetland
41,49,80,mf_var,grassland_meadow_steppe,forest
41,50,1,mf_var,grassland_meadow_steppe,scrub
41,54,1,mf_var,grassland_meadow_steppe,wetland
42,1,1,mf_var,desert,cropland
42,2,3,mf_var,desert,forest
42,3,1,mf_var,desert,forest
42,4,1,mf_var,desert,wetland
42,5,2,mf_var,desert,grassland_meadow_steppe
42,6,4,mf_var,desert,wetland
42,7,80,mf_var,desert,scrub
42,9,2,mf_var,desert,forest
42,10,1,mf_var,desert,forest
42,11,2,mf_var,desert,grassland_meadow_steppe
42,12,1,mf_var,desert,cropland
42,13,374,mf_var,desert,grassland_meadow_steppe
42,14,5,mf_var,desert,forest
42,15,36,mf_var,desert,grassland_meadow_steppe
42,16,390,mf_var,desert,grassland_meadow_steppe
42,17,1,mf_var,desert,alpine_vegetation
42,18,41,mf_var,desert,scrub
42,19,648,mf_var,desert,no_vegetation
42,20,11244,mf_var,desert,alpine_vegetation
42,22,1292,mf_var,desert,alpine_vegetation
42,23,13,mf_var,desert,desert
42,24,1523,mf_var,desert,desert
42,25,1660,mf_var,desert,desert
42,26,3,mf_var,desert,forest
42,28,2,mf_var,desert,forest
42,30,2,mf_var,desert,forest
42,31,15684,mf_var,desert,grassland_meadow_steppe
42,32,158,mf_var,desert,desert
42,33,6,mf_var,desert,cropland
42,34,2,mf_var,desert,forest
42,36,2,mf_var,desert,forest
42,37,3,mf_var,desert,forest
42,38,3,mf_var,desert,desert
42,39,1,mf_var,desert,forest
42,40,2,mf_var,desert,grassland_meadow_steppe
42,42,120173,mf_var,desert,desert
42,43,1640,mf_var,desert,wetland
42,44,2,mf_var,desert,scrub
42,45,3,mf_var,desert,scrub
42,47,2,mf_var,desert,cropland
42,48,3,mf_var,desert,wetland
42,49,1,mf_var,desert,forest
42,52,1,mf_var,desert,forest
42,55,1,mf_var,desert,forest
43,10,4,mf_var,wetland,forest
43,16,292,mf_var,wetland,grassland_meadow_steppe
43,18,28,mf_var,wetland,scrub
43,19,4,mf_var,wetland,no_vegetation
43,20,34,mf_var,wetland,alpine_vegetation
43,24,39,mf_var,wetland,desert
43,25,42,mf_var,wetland,desert
43,31,3,mf_var,wetland,grassland_meadow_steppe
43,39,5,mf_var,wetland,forest
43,42,156,mf_var,wetland,desert
43,43,4975,mf_var,wetland,wetland
43,46,110,mf_var,wetland,scrub
44,1,583,mf_var,scrub,cropland
44,2,43,mf_var,scrub,forest
44,3,2448,mf_var,scrub,forest
44,4,29,mf_var,scrub,wetland
44,5,2369,mf_var,scrub,grassland_meadow_steppe
44,6,21,mf_var,scrub,wetland
44,7,3001,mf_var,scrub,scrub
44,9,19,mf_var,scrub,forest
44,10,2203,mf_var,scrub,forest
44,11,11,mf_var,scrub,grassland_meadow_steppe
44,12,14,mf_var,scrub,cropland
44,13,653,mf_var,scrub,grassland_meadow_steppe
44,14,14,mf_var,scrub,forest
44,15,16,mf_var,scrub,grassland_meadow_steppe
44,16,140,mf_var,scrub,grassland_meadow_steppe
44,17,24,mf_var,scrub,alpine_vegetation
44,18,1050,mf_var,scrub,scrub
44,19,67,mf_var,scrub,no_vegetation
44,20,45,mf_var,scrub,alpine_vegetation
44,21,31211,mf_var,scrub,cropland
44,22,15,mf_var,scrub,alpine_vegetation
44,23,13,mf_var,scrub,desert
44,24,25,mf_var,scrub,desert
44,25,11,mf_var,scrub,desert
44,26,13541,mf_var,scrub,forest
44,27,123,mf_var,scrub,cropland
44,28,23826,mf_var,scrub,forest
44,29,21,mf_var,scrub,desert
44,30,67592,mf_var,scrub,forest
44,31,42,mf_var,scrub,grassland_meadow_steppe
44,32,24,mf_var,scrub,desert
44,33,2040,mf_var,scrub,cropland
44,34,952,mf_var,scrub,forest
44,35,21,mf_var,scrub,desert
44,36,36203,mf_var,scrub,forest
44,37,51,mf_var,scrub,forest
44,38,4,mf_var,scrub,desert
44,39,6206,mf_var,scrub,forest
44,40,53962,mf_var,scrub,grassland_meadow_steppe
44,41,1298,mf_var,scrub,grassland_meadow_steppe
44,42,18,mf_var,scrub,desert
44,43,19,mf_var,scrub,wetland
44,44,195061,mf_var,scrub,scrub
44,45,1207,mf_var,scrub,scrub
44,46,1547,mf_var,scrub,scrub
44,47,42444,mf_var,scrub,cropland
44,48,91,mf_var,scrub,wetland
44,49,28195,mf_var,scrub,forest
44,50,4721,mf_var,scrub,scrub
44,52,4747,mf_var,scrub,forest
44,53,21604,mf_var,scrub,cropland
44,54,8821,mf_var,scrub,wetland
44,55,7785,mf_var,scrub,forest
45,1,115,mf_var,scrub,cropland
45,2,1,mf_var,scrub,forest
45,5,179,mf_var,scrub,grassland_meadow_steppe
45,6,3,mf_var,scrub,wetland
45,7,2,mf_var,scrub,scrub
45,10,141,mf_var,scrub,forest
45,12,2,mf_var,scrub,cropland
45,13,144,mf_var,scrub,grassland_meadow_steppe
45,15,5,mf_var,scrub,grassland_meadow_steppe
45,16,1148,mf_var,scrub,grassland_meadow_steppe
45,18,106,mf_var,scrub,scrub
45,20,263,mf_var,scrub,alpine_vegetation
45,22,1,mf_var,scrub,alpine_vegetation
45,23,7,mf_var,scrub,desert
45,24,300,mf_var,scrub,desert
45,25,42,mf_var,scrub,desert
45,26,2,mf_var,scrub,forest
45,27,2,mf_var,scrub,cropland
45,28,15,mf_var,scrub,forest
45,29,132,mf_var,scrub,desert
45,30,101,mf_var,scrub,forest
45,31,138,mf_var,scrub,grassland_meadow_steppe
45,32,1,mf_var,scrub,desert
45,33,8,mf_var,scrub,cropland
45,34,81,mf_var,scrub,forest
45,35,1,mf_var,scrub,desert
45,39,444,mf_var,scrub,forest
45,40,43,mf_var,scrub,grassland_meadow_steppe
45,41,1,mf_var,scrub,grassland_meadow_steppe
45,44,71,mf_var,scrub,scrub
45,45,11617,mf_var,scrub,scrub
45,46,1251,mf_var,scrub,scrub
45,47,8,mf_var,scrub,cropland
45,48,1,mf_var,scrub,wetland
45,49,26,mf_var,scrub,forest
45,50,2,mf_var,scrub,scrub
45,52,1,mf_var,scrub,forest
46,1,627,mf_var,scrub,cropland
46,2,65,mf_var,scrub,forest
46,3,96,mf_var,scrub,forest
46,4,6,mf_var,scrub,wetland
46,5,280,mf_var,scrub,grassland_meadow_steppe
46,6,3,mf_var,scrub,wetland
46,7,178,mf_var,scrub,scrub
46,9,5,mf_var,scrub,forest
46,10,22597,mf_var,scrub,forest
46,11,14,mf_var,scrub,grassland_meadow_steppe
46,12,6,mf_var,scrub,cropland
46,13,268,mf_var,scrub,grassland_meadow_steppe
46,14,6,mf_var,scrub,forest
46,15,9,mf_var,scrub,grassland_meadow_steppe
46,16,8998,mf_var,scrub,grassland_meadow_steppe
46,17,2,mf_var,scrub,alpine_vegetation
46,18,8222,mf_var,scrub,scrub
46,19,7,mf_var,scrub,no_vegetation
46,20,1909,mf_var,scrub,alpine_vegetation
46,21,24,mf_var,scrub,cropland
46,22,12,mf_var,scrub,alpine_vegetation
46,23,11,mf_var,scrub,desert
46,24,3,mf_var,scrub,desert
46,25,21,mf_var,scrub,desert
46,26,357,mf_var,scrub,forest
46,27,5,mf_var,scrub,cropland
46,28,320,mf_var,scrub,forest
46,29,4,mf_var,scrub,desert
46,30,524,mf_var,scrub,forest
46,31,20,mf_var,scrub,grassland_meadow_steppe
46,32,4,mf_var,scrub,desert
46,33,41,mf_var,scrub,cropland
46,34,2009,mf_var,scrub,forest
46,35,8,mf_var,scrub,desert
46,36,676,mf_var,scrub,forest
46,37,22,mf_var,scrub,forest
46,38,7,mf_var,scrub,desert
46,39,9471,mf_var,scrub,forest
46,40,1085,mf_var,scrub,grassland_meadow_steppe
46,41,6,mf_var,scrub,grassland_meadow_steppe
46,42,6,mf_var,scrub,desert
46,43,203,mf_var,scrub,wetland
46,44,658,mf_var,scrub,scrub
46,45,8196,mf_var,scrub,scrub
46,46,66247,mf_var,scrub,scrub
46,47,1174,mf_var,scrub,cropland
46,48,7,mf_var,scrub,wetland
46,49,1840,mf_var,scrub,forest
46,50,196,mf_var,scrub,scrub
46,52,7,mf_var,scrub,forest
46,53,4,mf_var,scrub,cropland
46,54,8,mf_var,scrub,wetland
46,55,8,mf_var,scrub,forest
47,1,117,mf_var,cropland,cropland
47,2,13,mf_var,cropland,forest
47,3,1842,mf_var,cropland,forest
47,4,46,mf_var,cropland,wetland
47,5,2871,mf_var,cropland,grassland_meadow_steppe
47,6,68,mf_var,cropland,wetland
47,7,2041,mf_var,cropland,scrub
47,9,12,mf_var,cropland,forest
47,10,2752,mf_var,cropland,forest
47,11,70,mf_var,cropland,grassland_meadow_steppe
47,12,14,mf_var,cropland,cropland
47,13,17,mf_var,cropland,grassland_meadow_steppe
47,14,13,mf_var,cropland,forest
47,15,13,mf_var,cropland,grassland_meadow_steppe
47,16,10,mf_var,cropland,grassland_meadow_steppe
47,17,11,mf_var,cropland,alpine_vegetation
47,18,12,mf_var,cropland,scrub
47,19,13,mf_var,cropland,no_vegetation
47,20,15,mf_var,cropland,alpine_vegetation
47,21,7359,mf_var,cropland,cropland
47,22,19,mf_var,cropland,alpine_vegetation
47,23,10,mf_var,cropland,desert
47,24,16,mf_var,cropland,desert
47,25,12,mf_var,cropland,desert
47,26,1618,mf_var,cropland,forest
47,27,2075,mf_var,cropland,cropland
47,28,14296,mf_var,cropland,forest
47,29,8,mf_var,cropland,desert
47,30,15008,mf_var,cropland,forest
47,31,21,mf_var,cropland,grassland_meadow_steppe
47,32,14,mf_var,cropland,desert
47,33,811,mf_var,cropland,cropland
47,34,509,mf_var,cropland,forest
47,35,19,mf_var,cropland,desert
47,36,8980,mf_var,cropland,forest
47,37,165,mf_var,cropland,forest
47,38,13,mf_var,cropland,desert
47,39,1248,mf_var,cropland,forest
47,40,36775,mf_var,cropland,grassland_meadow_steppe
47,41,704,mf_var,cropland,grassland_meadow_steppe
47,42,17,mf_var,cropland,desert
47,43,13,mf_var,cropland,wetland
47,44,31228,mf_var,cropland,scrub
47,45,61,mf_var,cropland,scrub
47,46,2092,mf_var,cropland,scrub
47,47,201594,mf_var,cropland,cropland
47,48,498,mf_var,cropland,wetland
47,49,13038,mf_var,cropland,forest
47,50,2164,mf_var,cropland,scrub
47,52,3869,mf_var,cropland,forest
47,53,30,mf_var,cropland,cropland
47,54,7,mf_var,cropland,wetland
47,55,206,mf_var,cropland,forest
48,3,1,mf_var,wetland,forest
48,4,7,mf_var,wetland,wetland
48,9,2,mf_var,wetland,forest
48,16,1,mf_var,wetland,grassland_meadow_steppe
48,21,34,mf_var,wetland,cropland
48,24,1,mf_var,wetland,desert
48,26,6,mf_var,wetland,forest
48,27,8,mf_var,wetland,cropland
48,28,3,mf_var,wetland,forest
48,30,12,mf_var,wetland,forest
48,33,1,mf_var,wetland,cropland
48,36,1,mf_var,wetland,forest
48,40,4,mf_var,wetland,grassland_meadow_steppe
48,41,1,mf_var,wetland,grassland_meadow_steppe
48,43,9,mf_var,wetland,wetland
48,47,6,mf_var,wetland,cropland
48,48,1476,mf_var,wetland,wetland
48,49,23,mf_var,wetland,forest
48,53,28,mf_var,wetland,cropland
49,1,110,mf_var,forest,cropland
49,2,4,mf_var,forest,forest
49,3,85,mf_var,forest,forest
49,4,32,mf_var,forest,wetland
49,5,479,mf_var,forest,grassland_meadow_steppe
49,6,2,mf_var,forest,wetland
49,7,78,mf_var,forest,scrub
49,9,4,mf_var,forest,forest
49,10,7723,mf_var,forest,forest
49,11,7,mf_var,forest,grassland_meadow_steppe
49,12,7,mf_var,forest,cropland
49,13,6,mf_var,forest,grassland_meadow_steppe
49,14,6,mf_var,forest,forest
49,15,7,mf_var,forest,grassland_meadow_steppe
49,16,5,mf_var,forest,grassland_meadow_steppe
49,17,9,mf_var,forest,alpine_vegetation
49,18,7,mf_var,forest,scrub
49,19,5,mf_var,forest,no_vegetation
49,20,27,mf_var,forest,alpine_vegetation
49,21,3515,mf_var,forest,cropland
49,22,5,mf_var,forest,alpine_vegetation
49,23,7,mf_var,forest,desert
49,24,5,mf_var,forest,desert
49,25,5,mf_var,forest,desert
49,26,9169,mf_var,forest,forest
49,27,13,mf_var,forest,cropland
49,28,1493,mf_var,forest,forest
49,29,8,mf_var,forest,desert
49,30,20214,mf_var,forest,forest
49,31,5,mf_var,forest,grassland_meadow_steppe
49,32,7,mf_var,forest,desert
49,33,7,mf_var,forest,cropland
49,34,2496,mf_var,forest,forest
49,35,4,mf_var,forest,desert
49,36,5008,mf_var,forest,forest
49,37,12,mf_var,forest,forest
49,38,8,mf_var,forest,desert
49,39,1167,mf_var,forest,forest
49,40,11773,mf_var,forest,grassland_meadow_steppe
49,41,16,mf_var,forest,grassland_meadow_steppe
49,42,3,mf_var,forest,desert
49,43,4,mf_var,forest,wetland
49,44,7407,mf_var,forest,scrub
49,45,123,mf_var,forest,scrub
49,46,1177,mf_var,forest,scrub
49,47,3115,mf_var,forest,cropland
49,48,51,mf_var,forest,wetland
49,49,70339,mf_var,forest,forest
49,50,422,mf_var,forest,scrub
49,52,9742,mf_var,forest,forest
49,53,1427,mf_var,forest,cropland
49,54,41,mf_var,forest,wetland
49,55,362,mf_var,forest,forest
50,2,4,mf_var,scrub,forest
50,6,1,mf_var,scrub,wetland
50,7,3,mf_var,scrub,scrub
50,10,26,mf_var,scrub,forest
50,11,1,mf_var,scrub,grassland_meadow_steppe
50,13,1,mf_var,scrub,grassland_meadow_steppe
50,15,1,mf_var,scrub,grassland_meadow_steppe
50,16,1,mf_var,scrub,grassland_meadow_steppe
50,17,1,mf_var,scrub,alpine_vegetation
50,18,2,mf_var,scrub,scrub
50,21,12,mf_var,scrub,cropland
50,22,1,mf_var,scrub,alpine_vegetation
50,23,1,mf_var,scrub,desert
50,24,1,mf_var,scrub,desert
50,26,1,mf_var,scrub,forest
50,28,37,mf_var,scrub,forest
50,29,1,mf_var,scrub,desert
50,30,5,mf_var,scrub,forest
50,31,1,mf_var,scrub,grassland_meadow_steppe
50,34,5,mf_var,scrub,forest
50,35,1,mf_var,scrub,desert
50,39,59,mf_var,scrub,forest
50,40,36,mf_var,scrub,grassland_meadow_steppe
50,42,1,mf_var,scrub,desert
50,43,1,mf_var,scrub,wetland
50,44,36,mf_var,scrub,scrub
50,46,16,mf_var,scrub,scrub
50,47,18,mf_var,scrub,cropland
50,49,1,mf_var,scrub,forest
50,50,1956,mf_var,scrub,scrub
50,53,54,mf_var,scrub,cropland
50,54,3,mf_var,scrub,wetland
50,55,4,mf_var,scrub,forest
52,1,8,mf_var,forest,cropland
52,2,4,mf_var,forest,forest
52,3,3,mf_var,forest,forest
52,4,7,mf_var,forest,wetland
52,5,10,mf_var,forest,grassland_meadow_steppe
52,6,6,mf_var,forest,wetland
52,7,15,mf_var,forest,scrub
52,9,6,mf_var,forest,forest
52,10,12,mf_var,forest,forest
52,11,5,mf_var,forest,grassland_meadow_steppe
52,12,9,mf_var,forest,cropland
52,13,9,mf_var,forest,grassland_meadow_steppe
52,14,6,mf_var,forest,forest
52,15,8,mf_var,forest,grassland_meadow_steppe
52,16,4,mf_var,forest,grassland_meadow_steppe
52,17,5,mf_var,forest,alpine_vegetation
52,18,9,mf_var,forest,scrub
52,19,7,mf_var,forest,no_vegetation
52,20,7,mf_var,forest,alpine_vegetation
52,21,28,mf_var,forest,cropland
52,22,8,mf_var,forest,alpine_vegetation
52,23,7,mf_var,forest,desert
52,24,7,mf_var,forest,desert
52,25,13,mf_var,forest,desert
52,26,58,mf_var,forest,forest
52,27,4,mf_var,forest,cropland
52,28,13,mf_var,forest,forest
